time,Δt,t,DATE,DOY,DOYP,TMAX,TMIN,TMN,PAR,SWFAC,EMP1,EMP2,Fc,sla,INTOT,LAI0,Lfmax,N0,nb,p1,PD,rm,tb,W0,Wc0,Wr0,PT,RUE,Pg,ROWSPC,Y1,P,VP,RP,FL,dN,N,di,INT,__Plant__a,dLAI1,dLAI2,dLAI,LAI,E,dW,W,Wc,Wr,Wf,endsim,SRAD,RAIN,IRR,CN,DP,DRNp,WPp,FCp,STp,SWC0,WP,FC,ST,S,POTINF,ROF,INF,THE,TRAIN,TIRR,TESa,TEPa,TROF,TDRN,TINF,DRN,αs,αc,ALB,Tmed,EEQ,f,ETp,ESp,EPp,__SoilWater__a,ESa,EPa,dSWC,dROF_extra,dSWC_ADJ,SWC_ADJ,SWC,ΔSWC,Fi,Fo,WATBAL,CHECK,SWFAC1,WTABLE,DWT,STRESS_DEPTH,SWFAC2
3672.0 hr,24.0 hr,153.0 d,1987-06-03,154 d,121 d,33.9 °C,21.7 °C,27.799999999999955 °C,12.7 MJ d⁻¹ m⁻²,0.7229996468687476,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.94119375,2.1 g MJ⁻¹,0.7946646894441878 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.094119375 d⁻¹,5.272907031250002,0.0 K,0.0 K,0.9828099640062594,0.016507752775583934 d⁻¹,0.0 d⁻¹,0.016507752775583934 d⁻¹,0.3604583887450677,1.0,3.973323447220939 g d⁻¹ m⁻²,50.56461126108208 g m⁻²,42.76991957191976 g m⁻²,7.794691689162313 g m⁻²,0.0 g m⁻²,false,25.4 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,624.6 mm,0.0 mm,448.23635303816104 mm,16.52777679899878 mm,7.0546815623504235 mm,225.79235584381556 mm,617.5453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.12230046180912602,29.019999999999982 °C,6.404067351593216 mm d⁻¹,1.1,7.044474086752539 mm d⁻¹,5.473523833382511 mm d⁻¹,1.5709502533700277 mm d⁻¹,0.5422497351515607,2.9680168489974217 mm d⁻¹,1.1357964784348997 mm d⁻¹,-4.103813327432322 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,173.48883275667396 mm,73.01116724332604 mm,624.6 mm,697.6111672433258 mm,2.2737367544323206e-13 mm,617.5453184376496 mm,0.7229996468687476,0.0 mm,1450.0 mm,250.0 mm,1.0
3696.0 hr,24.0 hr,154.0 d,1987-06-04,155 d,121 d,31.7 °C,22.2 °C,26.94999999999999 °C,6.15 MJ d⁻¹ m⁻²,0.6886939973186341,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9723609375,2.1 g MJ⁻¹,0.3938994131039988 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09723609375 d⁻¹,5.367026406250002,0.0 K,0.0 K,1.0438302704017903,0.01729297479950185 d⁻¹,0.0 d⁻¹,0.01729297479950185 d⁻¹,0.3769661415206516,1.0,1.969497065519994 g d⁻¹ m⁻²,54.53793470830302 g m⁻²,46.14724450205755 g m⁻²,8.390690206245454 g m⁻²,0.0 g m⁻²,false,12.3 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,624.6 mm,0.0 mm,451.20436988715846 mm,17.663573277433677 mm,7.0546815623504235 mm,225.79235584381556 mm,617.5453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.12319314554219878,27.899999999999977 °C,3.0385877538123953 mm d⁻¹,1.1,3.342446529193635 mm d⁻¹,2.567228041007584 mm d⁻¹,0.775218488186051 mm d⁻¹,0.5165204979889756,1.3260259061924995 mm d⁻¹,0.5338883194241598 mm d⁻¹,-1.8599142256166594 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,169.38501942924162 mm,77.11498057075838 mm,624.6 mm,701.7149805707581 mm,2.2737367544323206e-13 mm,617.5453184376496 mm,0.6886939973186341,0.0 mm,1450.0 mm,250.0 mm,1.0
3720.0 hr,24.0 hr,155.0 d,1987-06-05,156 d,121 d,31.7 °C,20.6 °C,26.149999999999977 °C,8.25 MJ d⁻¹ m⁻²,0.6731461250041794,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9786109375,2.1 g MJ⁻¹,0.5405654723769535 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09786109375000002 d⁻¹,5.464262500000002,0.0 K,0.0 K,1.110852790413162,0.017641332593448786 d⁻¹,0.0 d⁻¹,0.017641332593448786 d⁻¹,0.3942591163201535,1.0,2.7028273618847676 g d⁻¹ m⁻²,56.507431773823015 g m⁻²,47.82131700774955 g m⁻²,8.686114766073453 g m⁻²,0.0 g m⁻²,false,16.5 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,624.6 mm,0.0 mm,452.530395793351 mm,18.19746159685784 mm,7.0546815623504235 mm,225.79235584381556 mm,617.5453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.12411729410910964,27.25999999999999 °C,4.026557596314856 mm d⁻¹,1.1,4.429213355946342 mm d⁻¹,3.3610069441727974 mm d⁻¹,1.0682064117735441 mm d⁻¹,0.5048595937531345,1.6968366004365425 mm d⁻¹,0.71905900678998 mm d⁻¹,-2.4158956072265223 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,167.52510520362497 mm,78.97489479637503 mm,624.6 mm,703.5748947963748 mm,2.2737367544323206e-13 mm,617.5453184376496 mm,0.6731461250041794,0.0 mm,1450.0 mm,250.0 mm,1.0
3744.0 hr,24.0 hr,156.0 d,1987-06-06,157 d,121 d,31.7 °C,20.6 °C,26.149999999999977 °C,11.25 MJ d⁻¹ m⁻²,0.6529505504401122,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9786109375,2.1 g MJ⁻¹,0.7427165649243037 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09786109375000002 d⁻¹,5.562123593750002,0.0 K,0.0 K,1.1826516755401189,0.017618794290380952 d⁻¹,0.0 d⁻¹,0.017618794290380952 d⁻¹,0.4119004489136023,1.0,3.7135828246215183 g d⁻¹ m⁻²,59.21025913570778 g m⁻²,50.1187202653516 g m⁻²,9.09153887035617 g m⁻²,0.0 g m⁻²,false,22.5 MJ d⁻¹ m⁻²,2.3 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,2.3 mm d⁻¹,0.0 mm d⁻¹,2.3 mm d⁻¹,206.62500000000003 mm,624.6 mm,0.0 mm,454.2272323937875 mm,18.916520603647818 mm,7.0546815623504235 mm,225.79235584381556 mm,617.5453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.12504860237933196,27.25999999999999 °C,5.485608580583395 mm d⁻¹,1.1,6.034169438641735 mm d⁻¹,4.5226943290612 mm d⁻¹,1.511475109580535 mm d⁻¹,0.4897129128300842,2.214821813724664 mm d⁻¹,0.9869185047771392 mm d⁻¹,-0.9017403185018031 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,165.10920959639844 mm,81.39079040360156 mm,624.6 mm,705.9907904036013 mm,2.2737367544323206e-13 mm,617.5453184376496 mm,0.6529505504401122,0.0 mm,1450.0 mm,250.0 mm,1.0
3768.0 hr,24.0 hr,157.0 d,1987-06-07,158 d,121 d,31.7 °C,19.4 °C,25.549999999999955 °C,13.35 MJ d⁻¹ m⁻²,0.645412491351278,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9827734375,2.1 g MJ⁻¹,0.9070805720420533 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09827734375000001 d⁻¹,5.6599846875000015,0.0 K,0.0 K,1.259091211480544,0.018066372325930342 d⁻¹,0.0 d⁻¹,0.018066372325930342 d⁻¹,0.4295192432039832,1.0,4.535402860210266 g d⁻¹ m⁻²,62.9238419603293 g m⁻²,53.275265666279886 g m⁻²,9.648576294049397 g m⁻²,0.0 g m⁻²,false,26.7 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,456.4420542075122 mm,19.90343910842496 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.1259673127147664,26.779999999999973 °C,6.448070938323862 mm d⁻¹,1.1,7.092878032156248 mm d⁻¹,5.251048213069266 mm d⁻¹,1.8418298190869822 mm d⁻¹,0.48405936851345854,2.541819082052034 mm d⁻¹,1.1887399721820027 mm d⁻¹,-3.7305590542340363 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,164.20746927789665 mm,82.29253072210335 mm,626.9 mm,709.1925307221031 mm,2.2737367544323206e-13 mm,619.8453184376496 mm,0.645412491351278,0.0 mm,1450.0 mm,250.0 mm,1.0
3792.0 hr,24.0 hr,158.0 d,1987-06-08,159 d,121 d,32.2 °C,17.2 °C,24.69999999999999 °C,12.85 MJ d⁻¹ m⁻²,0.6142270447119129,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.98499375,2.1 g MJ⁻¹,0.8627363966739844 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.098499375 d⁻¹,5.758262031250002,0.0 K,0.0 K,1.3408284913029003,0.017750184144778098 d⁻¹,0.0 d⁻¹,0.017750184144778098 d⁻¹,0.44758561552991355,1.0,4.313681983369922 g d⁻¹ m⁻²,67.45924482053957 g m⁻²,57.13035809745861 g m⁻²,10.328886723080936 g m⁻²,0.0 g m⁻²,false,25.7 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,458.9838732895642 mm,21.09217908060696 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.12689766892361337,26.19999999999999 °C,6.136266583487355 mm d⁻¹,1.1,6.749893241836092 mm d⁻¹,4.934329304949667 mm d⁻¹,1.815563936886425 mm d⁻¹,0.4606702835339347,2.273098879960966 mm d⁻¹,1.1151684714392747 mm d⁻¹,-3.3882673514002404 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,160.4769102236626 mm,86.0230897763374 mm,626.9 mm,712.9230897763372 mm,2.2737367544323206e-13 mm,619.8453184376496 mm,0.6142270447119129,0.0 mm,1450.0 mm,250.0 mm,1.0
3816.0 hr,24.0 hr,159.0 d,1987-06-09,160 d,121 d,33.3 °C,16.1 °C,24.700000000000045 °C,14.15 MJ d⁻¹ m⁻²,0.5859029707190165,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9775,2.1 g MJ⁻¹,0.9296023024134974 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09775 d⁻¹,5.856761406250002,0.0 K,0.0 K,1.4280748806891732,0.017121881220304645 d⁻¹,0.0 d⁻¹,0.017121881220304645 d⁻¹,0.46533579967469163,1.0,4.648011512067487 g d⁻¹ m⁻²,71.77292680390948 g m⁻²,60.79698778332305 g m⁻²,10.975939020586425 g m⁻²,0.0 g m⁻²,false,28.3 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,461.25697216952517 mm,22.207347552046237 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.12780035520023694,26.420000000000016 °C,6.777799621915987 mm d⁻¹,1.1,7.4555795841075865 mm d⁻¹,5.38290197748933 mm d⁻¹,2.0726776066182566 mm d⁻¹,0.43942722803926243,2.3653936947752006 mm d⁻¹,1.2143879670604176 mm d⁻¹,-3.579781661835618 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,157.08864287226237 mm,89.41135712773763 mm,626.9 mm,716.3113571277374 mm,2.2737367544323206e-13 mm,619.8453184376496 mm,0.5859029707190165,0.0 mm,1450.0 mm,250.0 mm,1.0
3840.0 hr,24.0 hr,160.0 d,1987-06-10,161 d,121 d,34.4 °C,20.6 °C,27.5 °C,12.7 MJ d⁻¹ m⁻²,0.5559779411529925,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9387437500000001,2.1 g MJ⁻¹,0.7839501546327462 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09387437500000001 d⁻¹,5.954511406250003,0.0 K,0.0 K,1.5202690108176282,0.015368396804266993 d⁻¹,0.0 d⁻¹,0.015368396804266993 d⁻¹,0.4824576808949963,1.0,3.919750773163731 g d⁻¹ m⁻²,76.42093831597697 g m⁻²,64.74779756858041 g m⁻²,11.673140747396548 g m⁻²,0.0 g m⁻²,false,25.4 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,463.6223658643004 mm,23.421735519106655 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.1286605258144655,28.879999999999995 °C,6.347753946752788 mm d⁻¹,1.1,6.982529341428068 mm d⁻¹,4.98129971702545 mm d⁻¹,2.0012296244026184 mm d⁻¹,0.4169834558647444,2.077119570703345 mm d⁻¹,1.1126395263497442 mm d⁻¹,-3.1897590970530896 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,153.50886121042674 mm,92.99113878957326 mm,626.9 mm,719.891138789573 mm,2.2737367544323206e-13 mm,619.8453184376496 mm,0.5559779411529925,0.0 mm,1450.0 mm,250.0 mm,1.0
3864.0 hr,24.0 hr,161.0 d,1987-06-11,162 d,121 d,34.4 °C,20.6 °C,27.5 °C,11.4 MJ d⁻¹ m⁻²,0.5293132883040638,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9387437500000001,2.1 g MJ⁻¹,0.6878653463385945 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09387437500000001 d⁻¹,6.048385781250003,0.0 K,0.0 K,1.6144056978456385,0.014977866594993401 d⁻¹,0.0 d⁻¹,0.014977866594993401 d⁻¹,0.4978260776992633,1.0,3.4393267316929728 g d⁻¹ m⁻²,80.3406890891407 g m⁻²,68.07958572576958 g m⁻²,12.261103363371108 g m⁻²,0.0 g m⁻²,false,22.8 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,465.69948543500374 mm,24.5343750454564 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.12942387379334158,28.879999999999995 °C,5.693581682072856 mm d⁻¹,1.1,6.262939850280142 mm d⁻¹,4.420140332980816 mm d⁻¹,1.842799517299325 mm d⁻¹,0.39698496622804785,1.7547292608116216 mm d⁻¹,0.9754182721868472 mm d⁻¹,-2.730147532998469 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,150.31910211337365 mm,96.18089788662635 mm,626.9 mm,723.0808978866261 mm,2.2737367544323206e-13 mm,619.8453184376496 mm,0.5293132883040638,0.0 mm,1450.0 mm,250.0 mm,1.0
3888.0 hr,24.0 hr,162.0 d,1987-06-12,163 d,121 d,33.3 °C,23.3 °C,28.30000000000001 °C,10.35 MJ d⁻¹ m⁻²,0.5064907383939408,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9424,2.1 g MJ⁻¹,0.6149764660464438 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09424 d⁻¹,6.142260156250003,0.0 K,0.0 K,1.7143714294582277,0.014773420242052271 d⁻¹,0.0 d⁻¹,0.014773420242052271 d⁻¹,0.5128039442942567,1.0,3.074882330232219 g d⁻¹ m⁻²,83.78001582083367 g m⁻²,71.0030134477086 g m⁻²,12.777002373125054 g m⁻²,0.0 g m⁻²,false,20.7 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,467.4542146958154 mm,25.509793317643247 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.1301599641405894,29.30000000000001 °C,5.202800426561915 mm d⁻¹,1.1,5.723080469218107 mm d⁻¹,3.9970014519648527 mm d⁻¹,1.726079017253255 mm d⁻¹,0.3798680537954556,1.5183331625754988 mm d⁻¹,0.8742430359748887 mm d⁻¹,-2.3925761985503877 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,147.58895458037517 mm,98.91104541962483 mm,626.9 mm,725.8110454196246 mm,2.2737367544323206e-13 mm,619.8453184376496 mm,0.5064907383939408,0.0 mm,1450.0 mm,250.0 mm,1.0
3912.0 hr,24.0 hr,163.0 d,1987-06-13,164 d,121 d,33.3 °C,21.7 °C,27.5 °C,8.9 MJ d⁻¹ m⁻²,0.4864901014154631,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9516,2.1 g MJ⁻¹,0.5251651792795534 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09516000000000001 d⁻¹,6.2365001562500035,0.0 K,0.0 K,1.8209531995439077,0.014787308092369581 d⁻¹,0.0 d⁻¹,0.014787308092369581 d⁻¹,0.527577364536309,1.0,2.625825896397767 g d⁻¹ m⁻²,86.85489815106588 g m⁻²,73.61666342840599 g m⁻²,13.238234722659886 g m⁻²,0.0 g m⁻²,false,17.8 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,468.9725478583909 mm,26.384036353618136 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.1308784858187926,28.659999999999968 °C,4.42156980864705 mm d⁻¹,1.1,4.863726789511755 mm d⁻¹,3.3618816025475513 mm d⁻¹,1.501845186964204 mm d⁻¹,0.36486757606159737,1.2266415913276034 mm d⁻¹,0.7306328173165407 mm d⁻¹,-1.9572744086441443 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,145.1963783818248 mm,101.30362161817521 mm,626.9 mm,728.203621618175 mm,2.2737367544323206e-13 mm,619.8453184376496 mm,0.4864901014154631,0.0 mm,1450.0 mm,250.0 mm,1.0
3936.0 hr,24.0 hr,164.0 d,1987-06-14,165 d,121 d,30.0 °C,21.1 °C,25.55000000000001 °C,6.85 MJ d⁻¹ m⁻²,0.4701283508729834,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9921234375,2.1 g MJ⁻¹,0.41666642052122693 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09921234375 d⁻¹,6.3316601562500034,0.0 K,0.0 K,1.9353002840552918,0.01586525394550038 d⁻¹,0.0 d⁻¹,0.01586525394550038 d⁻¹,0.5423646726286786,1.0,2.0833321026061347 g d⁻¹ m⁻²,89.48072404746365 g m⁻²,75.84861544034409 g m⁻²,13.632108607119552 g m⁻²,0.0 g m⁻²,false,13.7 MJ d⁻¹ m⁻²,4.8 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,4.8 mm d⁻¹,0.0 mm d⁻¹,4.8 mm d⁻¹,206.62500000000003 mm,626.9 mm,0.0 mm,470.1991894497185 mm,27.114669170934675 mm,7.0546815623504235 mm,225.79235584381556 mm,619.8453184376496 mm,0.0 mm d⁻¹,0.1,0.2,0.13159028031794442,26.439999999999998 °C,3.2697304243838374 mm d⁻¹,1.1,3.5967034668222215 mm d⁻¹,2.460494759447857 mm d⁻¹,1.1362087073743647 mm d⁻¹,0.3525962631547375,0.8675612576931291 mm d⁻¹,0.5341639258454343 mm d⁻¹,3.398274816461436 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,143.23910397318065 mm,103.26089602681935 mm,626.9 mm,730.1608960268192 mm,1.1368683772161603e-13 mm,619.8453184376496 mm,0.4701283508729834,0.0 mm,1450.0 mm,250.0 mm,1.0
3960.0 hr,24.0 hr,165.0 d,1987-06-15,166 d,121 d,33.9 °C,20.6 °C,27.25 °C,13.1 MJ d⁻¹ m⁻²,0.4985360818360883,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9476734375000001,2.1 g MJ⁻¹,0.8265147322052788 g d⁻¹,60.0 cm,0.6855049101204336,true,true,false,1.0,0.09476734375000001 d⁻¹,6.430872500000003,0.0 K,0.0 K,2.062169120638662,0.01567878707212943 d⁻¹,0.0 d⁻¹,0.01567878707212943 d⁻¹,0.558229926574179,1.0,4.132573661026394 g d⁻¹ m⁻²,91.56405615006979 g m⁻²,77.6194477275593 g m⁻²,13.944608422510472 g m⁻²,0.0 g m⁻²,false,26.2 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,631.6999999999999 mm,0.0 mm,471.06675070741164 mm,27.64883309678011 mm,7.0546815623504235 mm,225.79235584381556 mm,624.6453184376495 mm,0.0 mm d⁻¹,0.1,0.2,0.13234581350111746,28.579999999999984 °C,6.489450165541994 mm d⁻¹,1.1,7.138395182096194 mm d⁻¹,4.829423189522606 mm d⁻¹,2.3089719925735883 mm d⁻¹,0.3739020613770662,1.8057312858247083 mm d⁻¹,1.1511058502469023 mm d⁻¹,-2.9568371360716106 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,146.63737878964207 mm,99.86262121035793 mm,631.6999999999999 mm,731.5626212103577 mm,1.1368683772161603e-13 mm,624.6453184376495 mm,0.4985360818360883,0.0 mm,1450.0 mm,250.0 mm,1.0
